,Phone Name,RAM,ROM,Back Camera,Front_Camera,Battery,Processor,Price
1007,"Nokia C21 Plus (Dark Cyan, 32 GB)",3,32,13,5,5050 mAh,Octa Core Processor,"₹10,299"
1008,"Nokia G10 (Dusk | Purple, 64 GB)",4,64,13,8,5050 mAh,MediaTek Helio G25 Processor,"₹9,290"
1009,"Nokia G11 Plus (Blue, 64 GB)",4,64,50,8,5000 mAh,Octa Core Processor Processor,"₹13,999"
1010,"Nokia C 30 (White, 64 GB)",4,64,13,5,6000 mAh,Spreadtrum SC9863A Processor,"₹11,999"
1011,"Nokia G11 Plus (Grey, 64 GB)",4,64,50,8,5000 mAh,Octa Core Processor Processor,"₹13,999"
1012,"Nokia 3.4 (Fjord BLUE, 64 GB)",4,64,13,8,4000 mAh,Qualcomm Snapdragon 460 Processor,"₹13,999"
1013,"Nokia 5.1 Plus (Black, 32 GB)",3,32,13,8,3060 mAh,MediaTek Helio P60 Processor,"₹13,199"
1014,"Nokia C21 Plus (Warm Grey, 64 GB)",4,64,13,5,5050 mAh,Octa Core Processor,"₹12,999"
1015,"Nokia C21 Plus (Warm Grey, 32 GB)",3,32,13,5,5050 mAh,Octa Core Processor,"₹10,299"
1016,"Nokia C 30 (Green, 32 GB)",3,32,13,5,6000 mAh,Spreadtrum SC9863A Processor,"₹8,489"
1017,"Nokia 2.2 (Black, 16 GB)",2,16,13,5,3000 mAh,MediaTek Helio A22 Processor,"₹8,599"
1018,"MOTOROLA G32 (Mineral Gray, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹11,999"
1019,"MOTOROLA e32 (Arctic Blue, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G37 Processor,"₹7,999"
1020,"MOTOROLA e13 (Cosmic Black, 64 GB)",4,64,13,5,5000 mAh,Unisoc T606 Processor,"₹7,499"
1021,"MOTOROLA G32 (Satin Silver, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹11,999"
1022,"MOTOROLA g13 (Matte Charcoal, 128 GB)",4,128,50,8,5000 mAh,Helio G85 Processor,"₹9,999"
1023,"MOTOROLA G62 5G (Frosted Blue, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹15,499"
1024,"MOTOROLA g13 (Lavender Blue, 128 GB)",4,128,50,8,5000 mAh,Helio G85 Processor,"₹9,999"
1025,"MOTOROLA e13 (Aurora Green, 64 GB)",4,64,13,5,5000 mAh,Unisoc T606 Processor,"₹7,499"
1026,"MOTOROLA e32 (Eco Black, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G37 Processor,"₹7,999"
1027,"MOTOROLA e13 (Creamy White, 64 GB)",4,64,13,5,5000 mAh,Unisoc T606 Processor,"₹7,499"
1028,"MOTOROLA G62 5G (Midnight Gray, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹15,499"
1029,"MOTOROLA g73 5G (Midnight Blue, 128 GB)",8,128,50,16,5000 mAh,Mediatek Dimensity 930 Processor,"₹16,999"
1030,"MOTOROLA G62 5G (Midnight Gray, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹16,499"
1031,"MOTOROLA G62 5G (Frosted Blue, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹16,499"
1032,"MOTOROLA g73 5G (Lucent White, 128 GB)",8,128,50,16,5000 mAh,Mediatek Dimensity 930 Processor,"₹16,999"
1033,"MOTOROLA Edge 40 (Eclipse Black, 256 GB)",8,256,50,32,4400 mAh,Dimensity 8020 Processor,"₹29,999"
1034,"MOTOROLA e40 (Carbon Gray, 64 GB)",4,64,48,8,5000 mAh,UNISOC T700 Processor,"₹8,999"
1035,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹21,499"
1036,"MOTOROLA g31 (Baby Blue, 128 GB)",6,128,50,13,5000 mAh,Mediatek Helio G85 Processor,"₹12,999"
1037,"MOTOROLA g82 5G (White Lily, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹21,499"
1038,"MOTOROLA e22s (Eco Black, 64 GB)",4,64,16,8,5000 mAh,Mediatek Helio G37 Processor,"₹8,315"
1039,"MOTOROLA e13 (Cosmic Black, 64 GB)",2,64,13,5,5000 mAh,Unisoc T606 Processor,"₹6,999"
1040,"MOTOROLA g72 (Meteorite Grey, 128 GB)",6,128,108,16,5000 mAh,Mediatek Helio G99 Processor,"₹16,999"
1041,"MOTOROLA g72 (Polar Blue, 128 GB)",6,128,108,16,5000 mAh,Mediatek Helio G99 Processor,"₹16,999"
1042,"MOTOROLA g52 (Metallic White, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹13,999"
1043,"MOTOROLA g42 (Metallic Rose, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹13,999"
1044,"MOTOROLA e13 (Aurora Green, 64 GB)",2,64,13,5,5000 mAh,Unisoc T606 Processor,"₹6,999"
1045,"MOTOROLA Edge 40 (Lunar Blue, 256 GB)",8,256,50,32,4400 mAh,Dimensity 8020 Processor,"₹29,999"
1046,"MOTOROLA G32 (Mineral Gray, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹10,999"
1047,"MOTOROLA g42 (Atlantic Green, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹11,299"
1048,"MOTOROLA Edge 30 Fusion (Cosmic grey, 128 GB)",8,128,50,32,4400 mAh,Qualcomm Snapdragon 888 + Processor,"₹39,999"
1049,"MOTOROLA e13 (Creamy White, 64 GB)",2,64,13,5,5000 mAh,Unisoc T606 Processor,"₹6,999"
1050,"MOTOROLA g13 (Matte Charcoal, 64 GB)",4,64,50,8,5000 mAh,Helio G85 Processor,"₹9,499"
1051,"MOTOROLA Edge 30 (Meteor Grey, 128 GB)",8,128,50,32,4020 mAh,Qualcomm Snapdragon 778G Plus Processor,"₹25,999"
1052,"MOTOROLA g42 (Atlantic Green, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹13,999"
1053,"MOTOROLA Edge 30 (Aurora Green, 128 GB)",8,128,50,32,4020 mAh,Qualcomm Snapdragon 778G Plus Processor,"₹25,999"
1054,"MOTOROLA Edge 40 (Nebula Green, 256 GB)",8,256,50,32,4400 mAh,Dimensity 8020 Processor,"₹29,999"
1055,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",8,128,50,32,4400 mAh,Qualcomm Snapdragon 888 + Processor,"₹39,999"
1056,"MOTOROLA g22 (Cosmic Black, 64 GB)",4,64,50,16,5000 mAh,Mediatek Helio G37 Processor,"₹10,999"
1057,"MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)",12,256,200,60,4610 mAh,Qualcomm Snapdragon 8+ Gen 1 Processor,"₹49,999"
1058,"MOTOROLA G60 (Dynamic Gray, 128 GB)",6,128,108,32,6000 mAh,Qualcomm Snapdragon 732G Processor,"₹14,999"
1059,"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)",12,256,200,60,4610 mAh,Qualcomm Snapdragon 8+ Gen 1 Processor,"₹49,999"
1060,"MOTOROLA g31 (Meteorite Grey, 64 GB)",4,64,50,13,5000 mAh,Mediatek Helio G85 Processor,"₹11,999"
1061,"MOTOROLA G32 (Satin Silver, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹10,999"
1062,"MOTOROLA e22s (Arctic Blue, 64 GB)",4,64,16,8,5000 mAh,Mediatek Helio G37 Processor,"₹9,999"
1063,"Moto G71 5G (Arctic Blue, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹17,997"
1064,"MOTOROLA edge 30 (Meteor Grey, 128 GB)",6,128,50,32,4020 mAh,Qualcomm Snapdragon 778G Plus Processor,"₹24,999"
1065,"MOTOROLA Edge 30 Ultra (Interstellar Black, 128 GB)",8,128,200,60,4610 mAh,Qualcomm Snapdragon 8+ Gen 1 Processor,"₹44,999"
1066,"MOTOROLA G51 5G (Indigo Blue, 64 GB)",4,64,50,13,5000 mAh,Qualcomm Snapdragon 480 Pro Processor,"₹14,999"
1067,"MOTOROLA g22 (Iceberg Blue, 64 GB)",4,64,50,16,5000 mAh,Mediatek Helio G37 Processor,"₹11,099"
1068,"MOTOROLA g31 (Baby Blue, 64 GB)",4,64,50,13,5000 mAh,Mediatek Helio G85 Processor,"₹11,999"
1069,"MOTOROLA Edge 30 Fusion (Viva Magenta, 128 GB)",8,128,50,32,4400 mAh,Qualcomm Snapdragon 888 + Processor,"₹39,999"
1070,"Moto C Plus (Fine Gold, 16 GB)",2,16,8,2,4000 mAh,Mediatek MTK6737 Quad Core 1.3Ghz Processor,"₹6,999"
1071,"Moto C Plus (Starry Black, 16 GB)",2,16,8,2,4000 mAh,Mediatek MTK6737 Quad Core 1.3Ghz Processor,"₹6,999"
1072,"MOTOROLA G60 (Moonless, 128 GB)",6,128,108,32,6000 mAh,Qualcomm Snapdragon 732G Processor,"₹15,999"
1073,"MOTOROLA g22 (Mint Green, 64 GB)",4,64,50,16,5000 mAh,Mediatek Helio G37 Processor,"₹11,099"
1074,"MOTOROLA Edge 30 Ultra (Starlight White, 128 GB)",8,128,200,60,4610 mAh,Qualcomm Snapdragon 8+ Gen 1 Processor,"₹44,999"
1075,"MOTOROLA G40 Fusion (Dynamic Gray, 128 GB)",6,128,64,16,6000 mAh,Qualcomm Snapdragon 732G Processor,"₹12,999"
1076,"MOTOROLA edge 30 (Aurora Green, 128 GB)",6,128,50,32,4020 mAh,Qualcomm Snapdragon 778G Plus Processor,"₹24,999"
1077,"MOTOROLA G40 Fusion (Frosted Champagne, 128 GB)",6,128,64,16,6000 mAh,Qualcomm Snapdragon 732G Processor,"₹19,999"
1078,"Moto G8 Plus (Cosmic Blue, 64 GB)",4,64,48,25,4000 mAh,Qualcomm Snapdragon 665 Processor,"₹15,999"
1079,"MOTOROLA Edge 20 5G (Frosted Onyx, 128 GB)",8,128,108,32,4000 mAh,Qualcomm Snapdragon 778G Processor,"₹34,999"
1080,"MOTOROLA Edge 30 Pro (Stardust White, 128 GB)",8,128,50,60,4800 mAh,Qualcomm Snapdragon 8 Gen 1 Processor,"₹34,999"
1081,"MOTOROLA g52 (Charcoal Grey, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹11,249"
1082,"MOTOROLA g52 (Charcoal Grey, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹13,999"
1083,"MOTOROLA g82 5G(White Lily, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹19,999"
1084,"MOTOROLA e40 (Pink Clay, 64 GB)",4,64,48,8,5000 mAh,UNISOC T700 Processor,"₹8,999"
1085,"MOTOROLA G51 5G (Bright Silver, 64 GB)",4,64,50,13,5000 mAh,Qualcomm Snapdragon 480 Pro Processor,"₹14,999"
1086,"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",6,128,108,32,5000 mAh,MediaTek Dimensity 800U Processor,"₹18,999"
1087,"Moto G71 5G (Neptune Green, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹16,999"
1088,"Moto C Plus (Pearl White, 16 GB)",2,16,8,2,4000 mAh,Mediatek MTK6737 Quad Core 1.3Ghz Processor,"₹6,999"
1089,"MOTOROLA E7 Power (Tahiti Blue, 32 GB)",2,32,13,5,5000 mAh,MediaTek Helio G25 Processor,"₹6,999"
1090,"MOTOROLA Edge 20 Pro 5G (Midnight Sky, 128 GB)",8,128,108,32,4500 mAh,Qualcomm Snapdragon 870 5G (SM8250-AC) Processor,"₹29,999"
1091,"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",8,128,108,32,5000 mAh,MediaTek Dimensity 800U Processor,"₹20,999"
1092,"MOTOROLA G40 Fusion (Dynamic Gray, 64 GB)",4,64,64,16,6000 mAh,Qualcomm Snapdragon 732G Processor,"₹10,999"
1093,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 695 5G Processor,"₹19,999"
1094,"MOTOROLA Edge 20 Fusion 5G (Cyber Teal, 128 GB)",8,128,108,32,5000 mAh,MediaTek Dimensity 800U Processor,"₹20,999"
1095,"MOTOROLA Edge 20 Fusion 5G (Cyber Teal, 128 GB)",6,128,108,32,5000 mAh,MediaTek Dimensity 800U Processor,"₹18,999"
1096,"Moto E6s (Polished Graphite, 64 GB)",4,64,13,8,3000 mAh,MediaTek Helio P22 Processor,"₹7,499"
1097,"Moto G 5G (Frosted Silver, 128 GB)",6,128,48,16,5000 mAh,Qualcomm Snapdragon 750G Processor,"₹24,999"
1098,"MOTOROLA G60 (Frosted Champagne, 128 GB)",6,128,108,32,6000 mAh,Qualcomm Snapdragon 732G Processor,"₹14,999"
1099,"MOTOROLA G10 Power (Breeze Blue, 64 GB)",4,64,48,8,6000 mAh,Snapdragon 460 Processor,"₹9,999"
1100,"MOTOROLA G10 Power (Aurora Grey, 64 GB)",4,64,48,8,6000 mAh,Snapdragon 460 Processor,"₹9,999"
1101,"MOTOROLA e32s (Misty Silver, 64 GB)",4,64,16,8,5000 mAh,Mediatek Helio G37 Processor,"₹9,999"
1102,"MOTOROLA g52 (Metallic White, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹11,249"
1103,"OnePlus Nord (Blue Marble, 256 GB)",12,256,48,32,4115 mAh,Qualcomm® Snapdragon™ 765G Processor,"₹26,990"
1104,"OnePlus Nord (Gray Onyx, 256 GB)",12,256,48,32,4115 mAh,Qualcomm® Snapdragon™ 765G Processor,"₹26,990"
1105,"OnePlus Nord (Blue Marble, 128 GB)",8,128,48,32,4115 mAh,Qualcomm® Snapdragon™ 765G Processor,"₹24,990"
1106,"OnePlus Nord (Gray Onyx, 128 GB)",8,128,48,32,4115 mAh,Qualcomm® Snapdragon™ 765G Processor,"₹24,990"
1107,"OnePlus Nord (Gray Onyx, 64 GB)",6,64,48,32,4115 mAh,Qualcomm® Snapdragon™ 765G Processor,"₹22,990"
1108,"OnePlus 6T (Mirror Black, 128 GB)",6,128,16,16,3700 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹20,990"
1109,"OnePlus 8 (Glacial Green, 128 GB)",8,128,48,16,4300 mAh,Qualcomm Snapdragon 865 Processor,"₹34,990"
1110,"OnePlus 8 (Onyx Black, 128 GB)",8,128,48,16,4300 mAh,Qualcomm Snapdragon 865 Processor,"₹34,990"
1111,"OnePlus 7 Pro (Mirror Grey, 128 GB)",6,128,48,16,4000 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹30,990"
1112,"OnePlus Nord (Blue Marble, 64 GB)",6,64,48,32,4115 mAh,Qualcomm® Snapdragon™ 765G Processor,"₹23,999"
1113,"OnePlus 7 Pro (Nebula Blue, 256 GB)",12,256,48,16,4000 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹50,330"
1114,"OnePlus 6T (Midnight Black, 128 GB)",8,128,16,16,3700 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹31,998"
1115,"OnePlus 7 Pro (Almond, 256 GB)",8,256,48,16,4000 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹44,744"
1116,"OnePlus 7T (Frosted Silver, 256 GB)",8,256,48,16,3800 mAh,Qualcomm® Snapdragon™ 855 Plus Processor,"₹38,500"
1117,"OnePlus 7T (Glacier Blue, 256 GB)",8,256,48,16,3800 mAh,Qualcomm® Snapdragon™ 855 Plus Processor,"₹35,999"
1118,"OnePlus 7T (Glacier Blue, 128 GB)",8,128,48,16,3800 mAh,Qualcomm® Snapdragon™ 855 Plus Processor,"₹32,999"
1119,"OnePlus 7 Pro (Mirror Grey, 256 GB)",8,256,48,16,4000 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹32,990"
1120,"OnePlus 7 Pro (Nebula Blue, 256 GB)",8,256,48,16,4000 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹31,990"
1121,"OnePlus 7T Pro (Haze Blue, 256 GB)",8,256,48,16,4085 mAh,"Qualcomm® Snapdragon™ 855 Plus (Octa-core, 7nm, up to 2.96 GHz) , with Qualcomm AI Engine Processor","₹34,999"
1122,"OnePlus 7T Pro Mclaren Limited Edition (Papaya Orange, 256 GB)",12,256,48,8,4085 mAh,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹50,900"
1123,"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)",4,128,16,16,4000 mAh,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,"₹19,990"
1124,"Huawei P9 (Mystic Silver, 32 GB)",3,32,12,8,3000 mAh,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,"₹39,999"
1125,"Huawei P9 (Prestige Gold, 32 GB)",3,32,12,8,3000 mAh,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Octa Core 2.5GHz Processor,"₹39,999"
1126,"Huawei Ascend Y600 (White, 4 GB)",512,4,5,0,2100 mAh,MediaTek MT6572 Processor,"₹9,990"
1127,"Huawei P30 Lite (Peacock Blue, 128 GB)",6,128,24,32,3340 mAh,Kirin 710 Processor,"₹25,990"
1128,"Nexus 6P Special Edition (Gold, 64 GB)",3,64,12,8,3450 mAh,Qualcomm Snapdragon 810 v2.1 64-bit Processor,"₹42,998"
1129,"Huawei Ascend G700 (White, 8 GB)",2,8,8,1,2150 mAh,MT6589 Processor,"₹16,500"
1130,"Huawei Honor 3X (White, 8 GB)",2,8,13,5,3000 mAh,1 Year for Mobile & 6 Months for Accessories,"₹25,999"
1131,"Nexus 6P (Silver, 64 GB)",3,64,12,8,3450 mAh,Qualcomm Snapdragon 810 v2.1 64-bit Processor,"₹42,999"
1132,"Nexus 6P (Grey, 32 GB)",3,32,12,8,3450 mAh,Qualcomm Snapdragon 810 v2.1 64-bit Processor,"₹39,999"
1133,"Huawei AscendG730 (White, 4 GB)",1,4,5,0,2300 mAh,Cortex-A7 Processor,"₹14,990"
1134,"Huawei Y9 Prime 2019 (Emerald Green, 128 GB)",4,128,16,16,4000 mAh,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,"₹19,990"
1135,"Huawei P9 (Titanium Grey, 32 GB)",3,32,12,8,3000 mAh,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,"₹39,999"
1136,"Alcatel U5 HD (Metallic Black, 16 GB)",2,16,13,8,2200 mAh,MTK6737 Processor,"₹6,499"
1137,"Alcatel Idol 4 (Dark Grey, 16 GB)",3,16,13,8,2610 mAh,MSM8952 Processor,"₹16,999"
1138,"Alcatel U5 HD (Metallic Gold, 16 GB)",2,16,13,8,2200 mAh,MTK6737 Processor,"₹6,499"
1139,"Alcatel Pixi 4 (6) 4G (Metal Gold, 16 GB)",1,16,8,5,2580 mAh,MSM8909 Processor,"₹9,499"
1140,Alcatel OT 5020E (4 GB),512,4,5,0,1500 mAh,1 Year for Mobile & 6 Months for Accessories,"₹7,699"
1141,"Alcatel 5V (Spectrum Blue, 32 GB)",3,32,16,13,4000 mAh,Brand Warranty of 18 Months Available for Mobile,"₹3,799"
1142,"Alcatel Idol OT6030a (Slate, 4 GB)",512,4,8,2,1800 mAh,1 Year for Mobile & 6 Months for Accessories,"₹13,999"
1143,"Alcatel Onetouch Flash 6042D (Gun Grey, 8 GB)",1,8,13,5,3200 mAh,MTK 6592M Processor,"₹9,999"
1144,"Alcatel Onetouch Flash 6042D (Crystal White, 8 GB)",1,8,13,5,3200 mAh,MTK 6592M Processor,"₹9,999"
1145,"Alcatel Scribe (Blue, 4 GB)",512,4,5,0,2500 mAh,Qualcomm Scorpion Processor,"₹12,900"
1146,"Lenovo A5 (Black, 32 GB)",3,32,13,8,4000 mAh,MediaTek MT6739 Processor,"₹7,999"
1147,"Lenovo K8 Plus (Fine Gold, 32 GB)",3,32,13,8,4000 mAh,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,"₹10,999"
1148,"Lenovo Phab 2 (Champagne Gold, 32 GB)",3,32,13,5,4050 mAh,MTK8735 Processor,"₹10,310"
1149,"Lenovo Phab 2 (Gunmetal Gray, 32 GB)",3,32,13,5,4050 mAh,MTK8735 Processor,"₹10,090"
1150,"Lenovo K10 Note (Black, 64 GB)",4,64,16,16,4050 mAh,Qualcomm SDM710 Processor,"₹16,999"
1151,"Lenovo VIBE P1m (Black, 16 GB)",2,16,8,5,3900 mAh,MediaTek MT6735P 64-bit Processor,"₹6,999"
1152,"Lenovo VIBE P1m (White, 16 GB)",2,16,8,5,3900 mAh,MediaTek MT6735P 64-bit Processor,"₹6,999"
1153,"Lenovo K8 Plus (Fine Gold, 32 GB)",4,32,13,8,4000 mAh,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,"₹11,999"
1154,"Lenovo S930 (Silver, 8 GB)",1,8,8,1,3000 mAh,MediaTek 6582 Processor,"₹13,604"
1155,"Lenovo K8 Plus (Venom Black, 32 GB)",4,32,13,8,4000 mAh,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,"₹11,999"
1156,"Lenovo K9 Note (Gold, 64 GB)",4,64,16,8,3760 mAh,Qualcomm Snapdragon SDM450 Processor,"₹11,999"
1157,"Lenovo Vibe K5 Note (Grey, 32 GB)",3,32,13,8,3500 mAh,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,"₹10,999"
1158,"Lenovo Z2 Plus (Black, 32 GB)",3,32,13,8,3500 mAh,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,"₹15,499"
1159,"Lenovo K9 Note (Black, 64 GB)",4,64,16,8,3760 mAh,Qualcomm Snapdragon SDM450 Processor,"₹11,999"
1160,"Lenovo Z6 Pro (Black, 128 GB)",8,128,48,32,4000 mAh,Qualcomm SDM855 Processor,"₹39,999"
1161,"Lenovo K9 (Black, 32 GB)",3,32,13,13,3000 mAh,MediaTek P22 Processor,"₹9,999"
1162,"Lenovo Vibe K5 Note (Silver, 32 GB)",4,32,13,8,3500 mAh,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,"₹12,499"
1163,"Lenovo A6 Note (Blue, 32 GB)",3,32,13,5,4000 mAh,MediaTek P22 Octa Core Processor,"₹9,999"
1164,"Lenovo K6 Power (Gold, 32 GB)",4,32,13,8,4000 mAh,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,"₹10,999"
1165,"Lenovo K8 Plus (Venom Black, 32 GB)",3,32,13,8,4000 mAh,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,"₹10,999"
1166,"Lenovo K6 Power (dark gold, 32 GB)",3,32,13,8,4000 mAh,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,"₹9,999"
1167,"Lenovo K6 Power (Silver, 32 GB)",3,32,13,8,4000 mAh,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,"₹9,999"
1168,"Lenovo K6 Power (Grey/Dark Grey, 32 GB)",3,32,13,8,4000 mAh,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,"₹9,999"
1169,"Lenovo A5 (Gold, 16 GB)",2,16,13,8,4000 mAh,MediaTek MT6739 Processor,"₹6,999"
1170,"Infinix SMART 7 (Night Black, 64 GB)",4,64,13,5,6000 mAh,Unisoc Spreadtrum SC9863A1 Processor,"₹7,499"
1171,"Infinix SMART 7 (Emerald Green, 64 GB)",4,64,13,5,6000 mAh,Unisoc Spreadtrum SC9863A1 Processor,"₹7,499"
1172,"Infinix SMART 7 (Azure Blue, 64 GB)",4,64,13,5,6000 mAh,Unisoc Spreadtrum SC9863A1 Processor,"₹7,499"
1173,"Infinix HOT 30i (Glacier Blue, 128 GB)",8,128,50,5,5000 mAh,G37 Processor,"₹9,499"
1174,"Infinix HOT 30i (Diamond White, 128 GB)",8,128,50,5,5000 mAh,G37 Processor,"₹9,499"
1175,"Infinix HOT 30i (Glacier Blue, 64 GB)",4,64,50,5,5000 mAh,G37 Processor,"₹8,399"
1176,"Infinix HOT 30i (Diamond White, 64 GB)",4,64,50,5,5000 mAh,G37 Processor,"₹8,399"
1177,"Infinix HOT 30i (Mirror Black, 64 GB)",4,64,50,5,5000 mAh,G37 Processor,"₹8,399"
1178,"Infinix HOT 30i (Mirror Black, 128 GB)",8,128,50,5,5000 mAh,G37 Processor,"₹9,499"
1179,"Infinix HOT 30i (Marigold, 128 GB)",8,128,50,5,5000 mAh,G37 Processor,"₹9,499"
1180,"Infinix HOT 30i (Marigold, 64 GB)",4,64,50,5,5000 mAh,G37 Processor,"₹8,399"
1181,"Infinix Smart 7 HD (Green Apple, 64 GB)",2,64,8,5,5000 mAh,"Spreadtrum 
SC9863A1 Processor","₹6,199"
1182,"Infinix Smart 6 HD (Force Black, 32 GB)",2,32,8,5,5000 mAh,Mediatek Helio A22 Processor,"₹5,999"
1183,"Infinix Smart 6 HD (Origin Blue, 32 GB)",2,32,8,5,5000 mAh,Mediatek Helio A22 Processor,"₹5,999"
1184,"Infinix Smart 6 HD (Aqua Sky, 32 GB)",2,32,8,5,5000 mAh,Mediatek Helio A22 Processor,"₹5,999"
1185,"Infinix Hot 20 5G (Blaster Green, 128 GB)",6,128,50,8,5000 mAh,Dimensity 810 Processor,"₹13,499"
1186,"Infinix HOT 20 5G (Space Blue, 64 GB)",4,64,50,8,5000 mAh,Dimensity 810 Processor,"₹11,499"
1187,"Infinix HOT 20 5G (Blaster Green, 64 GB)",4,64,50,8,5000 mAh,Dimensity 810 Processor,"₹11,499"
1188,"Infinix Hot 20 5G (Space Blue, 128 GB)",6,128,50,8,5000 mAh,Dimensity 810 Processor,"₹13,499"
1189,"Infinix Note 12 Pro 5G (Force Black, 128 GB)",8,128,108,16,5000 mAh,Mediatek Dimensity 810 5G Processor,"₹17,999"
1190,"Infinix Note 12 Pro 5G (Snowfall, 128 GB)",8,128,108,16,5000 mAh,Mediatek Dimensity 810 5G Processor,"₹17,999"
1191,"Infinix HOT 20 5G (Racing Black, 64 GB)",4,64,50,8,5000 mAh,Dimensity 810 Processor,"₹11,499"
1192,"Infinix NOTE 12i (Alpine White, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G85 Processor,"₹10,499"
1193,"Infinix NOTE 12i (Metaverse Blue, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G85 Processor,"₹10,499"
1194,"Infinix NOTE 12i (Metaverse Blue, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G85 Processor,"₹10,499"
1195,"Infinix Hot 20 5G (Racing Black, 128 GB)",6,128,50,8,5000 mAh,Dimensity 810 Processor,"₹13,499"
1196,"Infinix Smart 7 HD (Ink Black, 64 GB)",2,64,8,5,5000 mAh,"Spreadtrum 
SC9863A1 Processor","₹6,199"
1197,"Infinix Smart 7 HD (Silk Blue, 64 GB)",2,64,8,5,5000 mAh,"Spreadtrum 
SC9863A1 Processor","₹6,199"
1198,"Infinix Smart 7 HD (Jade White, 64 GB)",2,64,8,5,5000 mAh,Spreadtrum SC9863A1 Processor,"₹6,199"
