,Phone Name,RAM,ROM,Back Camera,Front_Camera,Battery,Processor,Price
1199,"Infinix HOT 20 Play (Racing Black, 64 GB)",4,64,13,8,6000 mAh,MediaTek G37 Processor,"₹8,499"
1200,"Infinix HOT 20 Play (Luna Blue, 64 GB)",4,64,13,8,6000 mAh,MediaTek G37 Processor,"₹8,499"
1201,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",4,64,13,8,6000 mAh,MediaTek G37 Processor,"₹8,499"
1202,"Infinix HOT 20 Play (Aurora Green, 64 GB)",4,64,13,8,6000 mAh,MediaTek G37 Processor,"₹8,499"
1203,"Infinix Zero 5G 2023 (Submariner Black, 128 GB)",8,128,50,16,5000 mAh,Mediatek Dimensity 920 Processor,"₹16,599"
1204,"Infinix Hot 12 (7° Purple, 64 GB)",4,64,50,8,6000 mAh,Meditek Helio G37 Processor,"₹8,999"
1205,"Infinix Hot 12 (Turquoise Cyan, 64 GB)",4,64,50,8,6000 mAh,Meditek Helio G37 Processor,"₹8,999"
1206,"Infinix Hot 12 (Polar Black, 64 GB)",4,64,50,8,6000 mAh,Meditek Helio G37 Processor,"₹8,999"
1207,"Infinix Hot 12 (Exploratory Blue, 64 GB)",4,64,50,8,6000 mAh,Meditek Helio G37 Processor,"₹8,999"
1208,"Infinix Zero 5G 2023 (Pearly White, 128 GB)",8,128,50,16,5000 mAh,Mediatek Dimensity 920 Processor,"₹16,599"
1209,"Infinix Zero 5G 2023 (Coral Orange, 128 GB)",8,128,50,16,5000 mAh,Mediatek Dimensity 920 Processor,"₹16,599"
1210,"Infinix Note 12 (Force Black, 128 GB)",6,128,50,16,5000 mAh,MediaTek Helio G88 Processor,"₹12,999"
1211,"Infinix Note 12 (Force Black, 64 GB)",4,64,50,16,5000 mAh,MediaTek Helio G88 Processor,"₹10,999"
1212,"Infinix Zero 20 (Glitter Gold, 128 GB)",8,128,108,60,4500 mAh,Mediatek G99 Processor,"₹16,999"
1213,"Infinix Zero 20 (Green Fantasy, 128 GB)",8,128,108,60,4500 mAh,Mediatek G99 Processor,"₹16,999"
1214,"Infinix Zero 20 (DEEP GRAY, 128 GB)",8,128,108,60,4500 mAh,Mediatek G99 Processor,"₹16,999"
1215,"Infinix Smart 6 (Starry Purple, 64 GB)",2,64,8,5,5000 mAh,Mediatek Helio A22 Processor,"₹6,999"
1216,"Infinix Smart 6 (Heart Of Ocean, 64 GB)",2,64,8,5,5000 mAh,Mediatek Helio A22 Processor,"₹6,999"
1217,"Infinix Smart 6 (Light Sea Green, 64 GB)",2,64,8,5,5000 mAh,Mediatek Helio A22 Processor,"₹6,999"
1218,"Infinix Smart 6 (Light Sea Green, 64 GB)",2,64,8,5,5000 mAh,Mediatek Helio A22 Processor,"₹6,999"
1219,"Infinix Note 12 (Jewel Blue, 128 GB)",6,128,50,16,5000 mAh,MediaTek Helio G88 Processor,"₹12,999"
1220,"Infinix Zero 5G 2023 TURBO (Submariner Black, 256 GB)",8,256,50,16,5000 mAh,Mediatek Dimensity 1080 Processor,"₹18,599"
1221,"Infinix HOT 12 Play (Daylight Green, 64 GB)",4,64,13,8,6000 mAh,Unisoc T610 Processor,"₹8,999"
1222,"Infinix Zero 5G 2023 TURBO (Pearly White, 256 GB)",8,256,50,16,5000 mAh,Mediatek Dimensity 1080 Processor,"₹18,599"
1223,"Infinix Zero 5G 2023 TURBO (Coral Orange, 256 GB)",8,256,50,16,5000 mAh,Mediatek Dimensity 1080 Processor,"₹18,599"
1224,"Infinix Note 12 5G (Snowfall, 64 GB)",6,64,50,16,5000 mAh,Mediatek Dimensity 810 5G Processor,"₹14,999"
1225,"Infinix Note 12 Pro (Volcanic Grey, 256 GB)",8,256,108,16,5000 mAh,Mediatek Helio G99 Processor,"₹16,999"
1226,"Infinix Hot 12 Pro (Halo White, 64 GB)",6,64,50,8,5000 mAh,Unisoc T616 Processor,"₹9,999"
1227,"Infinix HOT 12 Play (Racing Black, 64 GB)",4,64,13,8,6000 mAh,Unisoc T610 Processor,"₹8,999"
1228,"Infinix Hot 12 Pro (Lightsaber Green, 128 GB)",8,128,50,8,5000 mAh,Unisoc T616 Processor,"₹12,999"
1229,"Infinix Hot 12 Pro (Electric Blue, 64 GB)",6,64,50,8,5000 mAh,Unisoc T616 Processor,"₹9,999"
1230,"Infinix Hot 12 Pro (Lightsaber Green, 64 GB)",6,64,50,8,5000 mAh,Unisoc T616 Processor,"₹9,999"
1231,"Infinix Hot 12 Pro (Racing Black, 64 GB)",6,64,50,8,5000 mAh,Unisoc T616 Processor,"₹9,999"
1232,"Infinix Note 12 5G (Force Black, 64 GB)",6,64,50,16,5000 mAh,Mediatek Dimensity 810 5G Processor,"₹14,999"
1233,"Infinix Note 12 Pro (Tuscany Blue, 256 GB)",8,256,108,16,5000 mAh,Mediatek Helio G99 Processor,"₹16,999"
1234,"Infinix Hot 12 Pro (Electric Blue, 128 GB)",8,128,50,8,5000 mAh,Unisoc T616 Processor,"₹12,999"
1235,"Infinix Hot 12 Pro (Racing Black, 128 GB)",8,128,50,8,5000 mAh,Unisoc T616 Processor,"₹12,999"
1236,"Infinix Note 11s Free Fire Edition (Mithril Grey, 128 GB)",8,128,50,16,5000 mAh,MediaTek Helio G96 Processor,"₹15,999"
1237,"Infinix Hot 11 (Emerald Green, 64 GB)",4,64,13,8,5200 mAh,MediaTek Helio G70 Processor,"₹9,999"
1238,"Infinix Hot 11 (Silver Wave, 64 GB)",4,64,13,8,5200 mAh,MediaTek Helio G70 Processor,"₹9,999"
1239,"Infinix Smart 5A (Quetzal Cyan, 32 GB)",2,32,8,8,5000 mAh,MediaTek Helio A20 Processor,"₹7,199"
1240,"Infinix Smart 5A (Midnight Black, 32 GB)",2,32,8,8,5000 mAh,MediaTek Helio A20 Processor,"₹7,199"
1241,"Infinix Note 11s Free Fire Edition (Haze Green, 128 GB)",8,128,50,16,5000 mAh,MediaTek Helio G96 Processor,"₹15,999"
1242,"Infinix Smart 5A (Ocean Wave, 32 GB)",2,32,8,8,5000 mAh,MediaTek Helio A20 Processor,"₹7,199"
1243,"Infinix Hot 11 2022 (Polar Black, 64 GB)",4,64,13,8,5000 mAh,UniSoc T610 Processor,"₹9,999"
1244,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",3,64,8,5,5000 mAh,Mediatek Helio G25 Processor,"₹8,299"
1245,"Infinix Hot 11S (Polar Black, 128 GB)",4,128,50,8,5000 mAh,Mediatek Helio G88 Processor,"₹11,999"
1246,"Infinix Hot 11S (Green Wave, 128 GB)",4,128,50,8,5000 mAh,Mediatek Helio G88 Processor,"₹11,999"
1247,"Infinix Note 11 (Celestial Snow, 128 GB)",6,128,50,16,5000 mAh,Mediatek Helio G88 Processor,"₹16,999"
1248,"Infinix Note 11 (Celestial Snow, 64 GB)",4,64,50,16,5000 mAh,Mediatek Helio G88 Processor,"₹12,499"
1249,"Infinix Note 11 (Glacier Green, 64 GB)",4,64,50,16,5000 mAh,Mediatek Helio G88 Processor,"₹12,499"
1250,"Infinix Note 11 (Graphite Black, 64 GB)",4,64,50,16,5000 mAh,Mediatek Helio G88 Processor,"₹12,499"
1251,"Infinix Note 11 (Glacier Green, 128 GB)",6,128,50,16,5000 mAh,Mediatek Helio G88 Processor,"₹16,999"
1252,"Infinix Note 11s (Haze Green, 64 GB)",6,64,50,16,5000 mAh,MediaTek Helio G96 Processor,"₹13,999"
1253,"Infinix Hot 11S (Green Wave, 64 GB)",4,64,50,8,5000 mAh,MediaTek Helio G88 Processor,"₹10,999"
1254,"Infinix Hot 11 2022 (Sunset Gold, 64 GB)",4,64,13,8,5000 mAh,UniSoc T610 Processor,"₹9,999"
1255,"Infinix Hot 11 2022 (Aurora Green, 64 GB)",4,64,13,8,5000 mAh,UniSoc T610 Processor,"₹9,999"
1256,"Infinix Hot 11S (Polar Black, 64 GB)",4,64,50,8,5000 mAh,MediaTek Helio G88 Processor,"₹10,999"
1257,"Infinix Zero Ultra (Coslight Silver, 256 GB)",8,256,200,32,4500 mAh,Mediatek Dimensity 920 Processor,"₹32,999"
1258,"Infinix Hot 11S (Silver Wave, 128 GB)",4,128,50,8,5000 mAh,Mediatek Helio G88 Processor,"₹11,999"
1259,"Infinix Smart HD 2021 (Quartz Green, 32 GB)",2,32,8,5,5000 mAh,MediaTek Helio A20 Processor,"₹7,499"
1260,"Infinix Zero 5G (Horizon Blue, 128 GB)",8,128,48,16,5000 mAh,Mediatek Dimensity 900 Processor,"₹19,999"
1261,"Infinix Note 12 TURBO (Jewel Blue, 128 GB)",8,128,50,16,5000 mAh,Mediatek Helio G96 Processor,"₹13,999"
1262,"Infinix Note 12 (Jewel Blue, 64 GB)",4,64,50,16,5000 mAh,MediaTek Helio G88 Processor,"₹10,999"
1263,"Infinix HOT 12 Play (Champagne Gold, 64 GB)",4,64,13,8,6000 mAh,Unisoc T610 Processor,"₹8,999"
1264,"Infinix HOT 12 Play (Horizon Blue, 64 GB)",4,64,13,8,6000 mAh,Unisoc T610 Processor,"₹8,999"
1265,"Infinix Smart 5 (Obsidian Black, 32 GB)",2,32,13,8,6000 mAh,MediaTek Helio G25 Processor,"₹7,499"
1266,"Infinix Smart 5 (Aegean Blue, 32 GB)",2,32,13,8,6000 mAh,MediaTek Helio G25 Processor,"₹7,499"
1267,"Infinix Note 11s Free Fire Edition (Symphony Cyan, 128 GB)",8,128,50,16,5000 mAh,Mediatek Helio G96 Processor,"₹15,999"
1268,"Infinix Smart 6 Plus (Miracle Black, 64 GB)",3,64,8,5,5000 mAh,Mediatek Helio G25 Processor,"₹8,299"
1269,"Infinix Smart 5 (Obsidian Black, 32 GB)",2,32,13,8,6000 mAh,MediaTek Helio G25 Processor,"₹7,499"
1270,"Infinix Smart HD 2021 (Topaz Blue, 32 GB)",2,32,8,5,5000 mAh,MediaTek Helio A20 Processor,"₹6,499"
1271,"Infinix Smart 5 (7° Purple, 32 GB)",2,32,13,8,6000 mAh,MediaTek Helio G25 Processor,"₹7,499"
1272,"Infinix Smart 6 Plus (Crystal Violet, 64 GB)",3,64,8,5,5000 mAh,Mediatek Helio G25 Processor,"₹8,299"
1273,"Infinix Smart HD 2021 (Obsidian Black, 32 GB)",2,32,8,5,5000 mAh,MediaTek Helio A20 Processor,"₹6,499"
1274,"Infinix Note 11 (Graphite Black, 128 GB)",6,128,50,16,5000 mAh,Mediatek Helio G88 Processor,"₹16,999"
1275,"Infinix Note 11s (Mithril Grey, 64 GB)",6,64,50,16,5000 mAh,MediaTek Helio G96 Processor,"₹13,999"
1276,"Infinix Hot 11S (7° Purple, 64 GB)",4,64,50,8,5000 mAh,MediaTek Helio G88 Processor,"₹10,999"
1277,"Infinix Hot 11S (Silver Wave, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G88 Processor,"₹10,999"
1278,"Infinix Hot 11S (7° Purple, 128 GB)",4,128,50,8,5000 mAh,Mediatek Helio G88 Processor,"₹11,999"
1279,"Infinix Note 12 TURBO (Force Black, 128 GB)",8,128,50,16,5000 mAh,Mediatek Helio G96 Processor,"₹13,999"
1280,"Infinix Hot 12 Pro (Halo White, 128 GB)",8,128,50,8,5000 mAh,Unisoc T616 Processor,"₹12,999"
1281,"Infinix Note 11s (Symphony Cyan, 64 GB)",6,64,50,16,5000 mAh,Mediatek Helio G96 Processor,"₹13,999"
1282,"Infinix Note 12 TURBO (Snowfall, 128 GB)",8,128,50,16,5000 mAh,Mediatek Helio G96 Processor,"₹13,999"
1283,"Infinix Smart 4 (Violet, 32 GB)",2,32,13,8,6000 mAh,MediaTek Helio A22 Processor,"₹8,999"
1284,"Infinix Smart 4 (Ocean Wave, 32 GB)",2,32,13,8,6000 mAh,MediaTek Helio A22 Processor,"₹8,999"
1285,"Infinix Note 7 (Forest Green, 64 GB)",4,64,48,16,5000 mAh,MediaTek Helio G70 Processor,"₹14,999"
1286,"Infinix Note 7 (Bolivia Blue, 64 GB)",4,64,48,16,5000 mAh,MediaTek Helio G70 Processor,"₹14,999"
1287,"Infinix Note 7 (Aether Black, 64 GB)",4,64,48,16,5000 mAh,MediaTek Helio G70 Processor,"₹14,999"
1288,"Infinix Zero 8i (Silver Diamond, 128 GB)",8,128,48,16,4500 mAh,MediaTek Helio G90T Processor,"₹18,999"
1289,"Infinix S5 (Quetzal Cyan, 64 GB)",4,64,16,32,4000 mAh,Helio P22 (MTK6762) Processor,"₹10,999"
1290,"Motorola Edge 50 Fusion (Forest Green, 256 GB)",12,256,50,32,5000 mAh Battery,7s Gen 2 Processor,"₹22,999"
1291,"Motorola Edge 50 Pro 5G with 125W Charger (Vanilla Cream, 256 GB)",12,256,50,50,4500 mAh Battery,7 Gen 3 Mobile Platform Processor,"₹29,999"
1292,"Motorola Edge 50 Pro 5G with 125W Charger (Caneel Bay, 256 GB)",12,256,50,50,4500 mAh Battery,7 Gen 3 Mobile Platform Processor,"₹29,999"
1293,"MOTOROLA Edge 50 (Koala Grey, 256 GB)",8,256,50,32,5000 mAh Battery,Snapdragon 7 Gen 1 Accelerated Edition Processor,"₹24,999"
1294,"vivo V40e 5G (Mint Green, 256 GB)",8,256,50,50,5500 mAh Battery,Dimensity 7300 Processor,"₹28,999"
1295,"vivo V40e 5G (Mint Green, 128 GB)",8,128,50,50,5500 mAh Battery,Dimensity 7300 Processor,"₹26,999"
1296,"vivo V40e 5G (Royal Bronze, 256 GB)",8,256,50,50,5500 mAh Battery,Dimensity 7300 Processor,"₹28,999"
1297,"POCO F6 5G (Titanium, 256 GB)",12,256,50,20,5000 mAh Battery,8s Gen3 Processor,"₹26,999"
1298,"vivo V40e 5G (Royal Bronze, 128 GB)",8,128,50,50,5500 mAh Battery,Dimensity 7300 Processor,"₹26,999"
1299,"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",8,256,50,32,5000 mAh Battery,Snapdragon 7 Gen 1 Accelerated Edition Processor,"₹24,999"
1300,"realme 13 Pro 5G (Emerald Green, 128 GB)",8,128,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹26,999"
1301,"SAMSUNG Galaxy A35 5G (Awesome Iceblue, 128 GB)",8,128,50,13,5000 mAh Battery,Samsung Exynos 1380 Processor,"₹23,999"
1302,"REDMI Note 13 Pro 5G (Arctic White, 128 GB)",8,128,200,16,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹18,942"
1303,"vivo T3 Ultra (Frost Green, 128 GB)",8,128,50,50,5500 mAh Battery,Dimensity 9200+ Processor,"₹29,999"
1304,"realme 13 Pro 5G (Emerald Green, 256 GB)",8,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999"
1305,"SAMSUNG Galaxy A35 5G (Awesome Navy, 128 GB)",8,128,50,13,5000 mAh Battery,Samsung Exynos 1380 Processor,"₹23,999"
1306,"realme 13 Pro 5G (Monet Purple, 128 GB)",8,128,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹26,999"
1307,"Nothing Phone (2a) Plus (Grey, 256 GB)",12,256,50,50,5000 mAh Battery,Dimensity 7350 Pro 5G Processor,"₹29,999"
1308,"IQOO Z9S 5G (Titanium Matte, 256 GB)",8,256,50,2,5500 mAh Battery,MediaTek Dimensity 7300 5G Processor,"₹22,948"
1309,"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)",8,256,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹22,357"
1310,"realme 13 Pro+ 5G (Monet Purple, 256 GB)",8,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999"
1311,"realme 13 Pro+ 5G (Emerald Green, 256 GB)",8,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999"
1312,"realme 13 Pro+ 5G (Monet Gold, 256 GB)",8,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999"
1313,"realme 12 Pro+ 5G (Submarine Blue, 128 GB)",8,128,50,32,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,"₹29,999"
1314,"POCO X6 Pro 5G (Racing Grey, 256 GB)",8,256,64,16,5000 mAh Battery,Dimensity D8300 Ultra Processor,"₹26,999"
1315,"Google Pixel 7a (Snow, 128 GB)",8,128,64,13,4300 mAh Battery,Tensor G2 Processor,"₹28,999"
1316,"Motorola Edge 50 Pro 5G with 125W Charger (Moonlight Pearl, 256 GB)",12,256,50,50,4500 mAh Battery,7 Gen 3 Mobile Platform Processor,"₹29,999"
1317,"realme 13+ 5G (Victory Gold, 256 GB)",12,256,50,16,5000 mAh Battery,Dimensity 7300 Energy Processor,"₹26,999"
1318,"Nothing Phone (2a) 5G (Special Edition, 256 GB)",12,256,50,32,5000 mAh Battery,Dimensity 7200 Pro Processor,"₹27,999"
1319,"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)",12,256,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹24,812"
1320,"realme 13 Pro 5G (Monet Purple, 256 GB)",8,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999"
1321,"realme 12 Pro+ 5G (Navigator Beige, 256 GB)",12,256,50,32,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,"₹26,999"
1322,"Infinix Zero 40 5G (Moving Titanium, 256 GB)",12,256,108,50,5000 mAh Lithium-ion Polymer Battery,Dimensity 8200 Ultimate Processor,"₹25,999"
1323,"REDMI Note 13 Pro 5G (Arctic White, 256 GB)",12,256,200,16,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹21,952"
1324,"Infinix Zero 40 5G (Violet Garden, 512 GB)",12,512,108,50,5000 mAh Lithium-ion Polymer Battery,Dimensity 8200 Ultimate Processor,"₹28,999"
1325,"vivo V30 5G (Classic Black, 128 GB)",8,128,50,50,5000 mAh Battery,7 Gen 3 Processor,"₹29,999"
1326,"Google Pixel 7a (Sea, 128 GB)",8,128,64,13,4300 mAh Battery,Tensor G2 Processor,"₹27,999"
1327,"Google Pixel 7a (Charcoal, 128 GB)",8,128,64,13,4300 mAh Battery,Tensor G2 Processor,"₹27,999"
1328,"POCO X6 Pro 5G (Yellow, 256 GB)",8,256,64,16,5000 mAh Battery,Dimensity D8300 Ultra Processor,"₹26,999"
1329,"SAMSUNG Galaxy A35 5G (Awesome Navy, 256 GB)",8,256,50,13,5000 mAh Battery,Samsung Exynos 1380 Processor,"₹26,999"
1330,"OPPO F27 Pro+ (Dusk Pink, 128 GB)",8,128,64,8,5000 mAh Battery,Dimensity 7050 Processor,"₹25,999"
1331,"realme 13 Pro 5G (Monet Gold, 256 GB)",8,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999"
1332,"realme 13 Pro 5G (Monet Gold, 128 GB)",8,128,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹26,999"
1333,"POCO X6 Pro 5G (Racing Grey, 512 GB)",12,512,64,16,5000 mAh Battery,Dimensity D8300 Ultra Processor,"₹28,999"
1334,"vivo V30 5G (Andaman Blue, 128 GB)",8,128,50,50,5000 mAh Battery,7 Gen 3 Processor,"₹27,999"
1335,"Nothing Phone (2a) 5G (Special Edition, 256 GB)",8,256,50,32,5000 mAh Battery,Dimensity 7200 Pro Processor,"₹25,999"
1336,"realme 12 Pro+ 5G (Submarine Blue, 256 GB)",12,256,50,32,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,"₹26,999"
1337,"realme 12 Pro+ 5G (Submarine Blue, 256 GB)",8,256,50,32,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,"₹31,999"
1338,"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)",8,256,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹22,314"
1339,"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)",12,256,50,50,4500 mAh Battery,7 Gen 3 Mobile Platform Processor,"₹29,999"
1340,"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)",12,256,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹26,999"
1341,"POCO X6 Pro 5G (Yellow, 512 GB)",12,512,64,16,5000 mAh Battery,Dimensity D8300 Ultra Processor,"₹28,999"
1342,"POCO X6 Pro 5G (Spectre Black, 256 GB)",8,256,64,16,5000 mAh Battery,Dimensity D8300 Ultra Processor,"₹26,999"
1343,"vivo V30e (Velvet Red, 256 GB)",8,256,50,50,5500 mAh Battery,6 Gen 1 Processor,"₹27,999"
1344,"vivo V30e (Velvet Red, 128 GB)",8,128,50,50,5500 mAh Battery,6 Gen 1 Processor,"₹25,999"
1345,"REDMI Note 13 Pro+ 5G (Fusion Black, 512 GB)",12,512,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹28,999"
1346,"REDMI Note 13 Pro 5G (Arctic White, 128 GB)",8,128,200,16,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹19,999"
1347,"POCO F6 5G (Deadpool, 256 GB)",12,256,50,20,5000 mAh Battery,8s Gen3 Processor,"₹26,999"
1348,"vivo V30 5G (Peacock Green, 128 GB)",8,128,50,50,5000 mAh Battery,7 Gen 3 Processor,"₹26,685"
1349,"Motorola Edge 50 Pro 5G with 68W Charger (Black Beauty, 256 GB)",8,256,50,50,4500 mAh Battery,7 Gen 3 Mobile Platform Processor,"₹27,999"
1350,"SAMSUNG Galaxy A25 5G (Blue, 128 GB)",8,128,50,13,5000 mAh Battery,Exynos 1280 Processor,"₹26,999"
1351,"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)",12,256,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹24,799"
1352,"OPPO F27 Pro+ (Midnight Navy, 128 GB)",8,128,64,8,5000 mAh Battery,Dimensity 7050 Processor,"₹25,999"
1353,"OPPO F27 Pro+ (Midnight Navy, 256 GB)",8,256,64,8,5000 mAh Battery,Dimensity 7050 Processor,"₹27,999"
1354,"SAMSUNG Galaxy S20 FE 5G (Cloud Mint, 128 GB)",8,128,12,32,4500 mAh Battery,1 Year Warranty,"₹27,045"
1355,"OPPO F27 Pro+ (Dusk Pink, 256 GB)",8,256,64,8,5000 mAh Battery,Dimensity 7050 Processor,"₹27,999"
1356,"SAMSUNG Galaxy A54 5G (Awesome Violet, 128 GB)",8,128,50,32,5000 mAh Battery,"Exynos 1380, Octa Core Processor","₹35,499"
1357,"REDMI Note 13 Pro+ 5G (Fusion White, 512 GB)",12,512,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹28,399"
1358,"POCO X6 Pro 5G (Spectre Black, 512 GB)",12,512,64,16,5000 mAh Battery,Dimensity D8300 Ultra Processor,"₹28,999"
1359,"realme 10 Pro+ 5G (Dark Matter, 128 GB)",6,128,108,16,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor,"₹24,999"
1360,"vivo V25 Pro 5G (Sailing Blue, 128 GB)",8,128,64,32,4830 mAh Lithium Battery,Mediatek Dimensity 1300 Processor,"₹35,999"
1361,"Google Pixel 6a (Chalk, 128 GB)",6,128,2,8,4410 mAh Battery,Google Tensor Processor,"₹43,999"
1362,"vivo T2 Pro 5G (Dune Gold, 128 GB)",8,128,64,16,4600 mAh Battery,Dimensity 7200 Processor,"₹22,999"
1363,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Lavender, 128 GB)",8,128,12,32,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,"₹45,999"
1364,"SAMSUNG Galaxy A54 5G (Awesome Lime, 256 GB)",8,256,50,32,5000 mAh Battery,"Exynos 1380, Octa Core Processor","₹37,499"
1365,"OPPO Reno8T 5G (Sunrise Gold, 128 GB)",8,128,108,32,4800 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 Processor,"₹38,999"
1366,"OPPO Reno8T 5G (Midnight Black, 128 GB)",8,128,108,32,4800 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 Processor,"₹38,999"
1367,"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)",12,256,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹26,999"
1368,"OPPO Reno11 Pro 5G (Pearl White, 256 GB)",12,256,50,32,4600 mAh Battery,Mediatek Dimensity 8200 Processor,"₹29,999"
1369,"Google Pixel 6a (Charcoal, 128 GB)",6,128,2,8,4410 mAh Battery,Google Tensor Processor,"₹43,999"
1370,"vivo V25 Pro 5G (Pure Black, 256 GB)",12,256,64,32,4830 mAh Lithium Battery,Mediatek Dimensity 1300 Processor,"₹27,990"
1371,"realme GT 2 (Paper Green, 128 GB)",8,128,50,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 888 Processor,"₹24,999"
1372,"realme 10 Pro+ 5G (Nebula Blue, 128 GB)",6,128,108,16,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor,"₹25,000"
1373,"OnePlus 10R (Sierra Black, 128 GB)",8,128,50,16,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,"₹24,999"
1374,"vivo V25 Pro 5G (sailing blue, 128 GB)",8,128,64,32,4830 mAh Battery,Mediatek Dimensity 1300 Processor,"₹23,990"
1375,"vivo V23 Pro 5G (Sunshine Gold, 256 GB)",12,256,108,50,4300 mAh Lithium Battery,Mediatek Dimensity 1200 Processor,"₹29,990"
1376,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",8,128,48,13,5000 mAh Li-ion Battery Battery,"Dimensity 1080, Octa Core Processor","₹27,499"
1377,"REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)",12,256,50,16,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,"₹25,499"
1378,"SAMSUNG Galaxy A25 5G (Yellow, 128 GB)",8,128,50,13,5000 mAh Battery,Exynos 1280 Processor,"₹26,999"
1379,"SAMSUNG Galaxy A34 5G (Awesome Lime, 128 GB)",8,128,48,13,5000 mAh Li-ion Battery Battery,"Dimensity 1080, Octa Core Processor","₹27,499"
1380,"POCO F4 5G (Night Black, 128 GB)",8,128,64,20,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 870 Processor,"₹29,999"
1381,"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)",8,256,200,16,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,"₹26,499"
1382,"SAMSUNG Galaxy A25 5G (Yellow, 256 GB)",8,256,50,13,5000 mAh Battery,Exynos 1280 Processor,"₹21,999"
1383,"vivo V25 Pro 5G (Sailing Blue, 256 GB)",12,256,64,32,4830 mAh Lithium Battery,Mediatek Dimensity 1300 Processor,"₹27,990"
1384,"realme GT 2 Pro (Paper White, 256 GB)",12,256,50,32,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 1 Mobile Platform Processor,"₹29,999"
1385,"realme GT Neo 3 (Nitro Blue, 128 GB)",8,128,50,16,5000 mAh Lithium Ion Battery,Mediatek Dimensity 8100 Processor,"₹36,999"
1386,"vivo V25 5G (Elegant Black, 128 GB)",8,128,64,50,4500 mAh Lithium Battery,Dimensity 900 Processor,"₹27,999"
1387,"SAMSUNG Galaxy S9 (Midnight Black, 64 GB)",4,64,12,8,3000 mAh Battery,Exynos 9810 Processor,"₹62,500"
1388,"realme GT NEO 2 (NEO Green, 128 GB)",8,128,64,16,5000 mAh Battery,Qualcomm Snapdragon 870 Processor,"₹23,999"
1389,"SAMSUNG Galaxy A53 (Awesome Peach, 128 GB)",6,128,64,32,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor Processor,"₹29,999"
1390,"SAMSUNG Galaxy A25 5G (Blue, 256 GB)",8,256,50,13,5000 mAh Battery,Exynos 1280 Processor,"₹22,999"
